question,subject,split,answer,final_prompt,len_tk_mistral_7b_instruct
"My name is Jenny . I have a sister and a brother, Rose and Paul. We like apples very much. Rose and I like hamburgers. But I don't like salad. Paul doesn't like broccoli. But Rose does. My parents like tomatoes and French fries. My mother likes   _  .",,auxiliary_train-00000-of-00001,B,"My name is Jenny . I have a sister and a brother, Rose and Paul. We like apples very much. Rose and I like hamburgers. But I don't like salad. Paul doesn't like broccoli. But Rose does. My parents like tomatoes and French fries. My mother likes   _  .

Choices:
A. hamburgers
B. French fries
C. oranges
D. broccoli

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Which of the following U.S. main immigration flow associations is NOT correct?,high_school_geography,test-00000-of-00001,B,"Which of the following U.S. main immigration flow associations is NOT correct?

Choices:
A. Pioneer settlement to 1870—Germans, British, Scotch-Irish, Africans
B. 1870–1914—Asians
C. 1870–1914—Eastern and southern Europeans
D. 1965–present—Hispanics

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following is not a motivation for utilising aid as an economic policy for security?,security_studies,validation-00000-of-00001,C,"Which of the following is not a motivation for utilising aid as an economic policy for security?

Choices:
A. To reward recipients for the cessation of negative behaviour, such as human rights abuses.
B. To incentivise recipients to act in ways beneficial to the donor.
C. Compassion for the human suffering of others.
D. To influence recipients or potential recipients through granting or denying aid.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Research on women who have had abortions indicates that,professional_psychology,test-00000-of-00001,C,"Research on women who have had abortions indicates that

Choices:
A. subsequent problems in sexual adjustment and in relationships with men are common
B. most women who have abortions think no more about the event than they would about having a wisdom tooth removed
C. the psychological consequences are no worse than they are for women who have chosen to continue their pregnancies and give birth
D. the experience frequently has serious psychological consequences, usually in the form of guilt and depression

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
The weekly milk order for the Tranquility Inn includes 40 gallons of low-fat milk and 15 gallons of chocolate milk. What is the ratio of the number of low-fat gallons to chocolate gallons in the Tranquility Inn’s weekly milk order?,elementary_mathematics,test-00000-of-00001,D,"The weekly milk order for the Tranquility Inn includes 40 gallons of low-fat milk and 15 gallons of chocolate milk. What is the ratio of the number of low-fat gallons to chocolate gallons in the Tranquility Inn’s weekly milk order?

Choices:
A. 3:01
B. 5:01
C. 5:03
D. 8:03

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Peter works 38 hours per week and earns $7.25 per hour. His employer gives him a raise that increases his weekly gross pay to $307.80. What is the increase in Peter's weekly gross pay?,elementary_mathematics,test-00000-of-00001,A,"Peter works 38 hours per week and earns $7.25 per hour. His employer gives him a raise that increases his weekly gross pay to $307.80. What is the increase in Peter's weekly gross pay?

Choices:
A. $32.30 
B. $34.70 
C. $42.46 
D. $275.50 

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
 According to Kass the fact that people (like him) feel repugnance at the thought of human reproductive cloning,moral_disputes,test-00000-of-00001,D," According to Kass the fact that people (like him) feel repugnance at the thought of human reproductive cloning

Choices:
A. shows conclusively that reproductive cloning is always wrong.
B. shows conclusively that reproductive cloning is sometimes wrong.
C. has nothing to do with the morality of cloning.
D. is a sign that something is wrong with reproductive cloning.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?",elementary_mathematics,test-00000-of-00001,A,"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?

Choices:
A. 7
B. 12
C. 48
D. 56

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?",high_school_statistics,test-00000-of-00001,D,"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?

Choices:
A. An experiment with a control group and blinding
B. An experiment with blocking
C. An observational study with comparison and randomization
D. None of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be,electrical_engineering,dev-00000-of-00001,A,"A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be

Choices:
A. 15 N.
B. 20 N.
C. 7.5 N.
D. 3.75 N.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following structures travel through the substance of the parotid gland?,anatomy,validation-00000-of-00001,B,"Which of the following structures travel through the substance of the parotid gland?

Choices:
A. The maxillary artery
B. The maxillary artery and retromandibular vein
C. The maxillary artery, retromandibular vein and facial artery
D. The maxillary artery, retromandibular vein, facial artery and buccal branch of the mandibular nerve

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
